,STEP,ID,x,y,Kind
2818,29,96,16,16,normal
2819,29,97,17,9,normal
2820,29,98,23,7,normal
2821,29,99,17,15,normal
2822,30,0,24,10,normal
2823,30,1,20,8,normal
2824,30,2,21,19,normal
2825,30,3,25,16,normal
2826,30,5,19,17,normal
2827,30,6,25,17,normal
2828,30,7,20,9,normal
2829,30,8,22,13,normal
2830,30,9,20,18,normal
2831,30,11,24,18,normal
2832,30,12,17,18,normal
2833,30,13,21,11,normal
2834,30,14,19,16,normal
2835,30,15,19,9,normal
2836,30,16,18,10,normal
2837,30,17,18,13,normal
2838,30,18,23,16,normal
2839,30,19,24,16,normal
2840,30,20,21,7,normal
2841,30,22,20,20,normal
2842,30,23,22,8,normal
2843,30,24,25,8,normal
2844,30,25,22,15,normal
2845,30,26,15,17,normal
2846,30,27,25,10,normal
2847,30,29,23,10,normal
2848,30,30,25,14,normal
2849,30,31,18,19,normal
2850,30,32,21,9,normal
2851,30,33,15,14,normal
2852,30,34,18,9,normal
2853,30,35,25,13,normal
2854,30,36,22,10,normal
2855,30,38,21,12,normal
2856,30,39,22,19,normal
2857,30,40,24,12,normal
2858,30,41,17,16,normal
2859,30,42,19,7,normal
2860,30,43,23,6,normal
2861,30,44,23,11,normal
2862,30,45,24,14,normal
2863,30,46,19,8,normal
2864,30,47,25,9,normal
2865,30,48,22,18,normal
2866,30,49,22,17,normal
2867,30,50,18,17,normal
2868,30,51,23,13,normal
2869,30,53,24,15,normal
2870,30,55,21,13,normal
2871,30,56,20,7,normal
2872,30,57,16,12,normal
2873,30,58,17,8,normal
2874,30,61,24,17,normal
2875,30,62,21,10,normal
2876,30,63,20,15,normal
2877,30,64,18,16,normal
2878,30,65,24,9,normal
2879,30,66,16,18,normal
2880,30,67,22,11,normal
2881,30,68,18,8,normal
2882,30,69,21,18,normal
2883,30,70,17,11,normal
2884,30,71,21,15,normal
2885,30,72,22,16,normal
2886,30,73,18,6,normal
2887,30,74,23,14,normal
2888,30,75,21,8,normal
2889,30,77,23,9,normal
2890,30,78,24,11,normal
2891,30,80,23,17,normal
2892,30,81,25,15,normal
2893,30,82,25,11,normal
2894,30,83,20,11,normal
2895,30,84,18,18,normal
2896,30,85,24,13,normal
2897,30,86,23,18,normal
2898,30,87,19,19,normal
2899,30,88,23,15,normal
2900,30,89,22,12,normal
2901,30,90,18,7,normal
2902,30,91,19,11,normal
2903,30,92,20,10,normal
2904,30,93,17,17,normal
2905,30,94,22,14,normal
2906,30,95,17,14,normal
2907,30,96,16,15,normal
2908,30,97,17,9,normal
2909,30,98,23,7,normal
2910,30,99,17,15,normal
2911,31,0,24,10,normal
2912,31,1,20,8,normal
2913,31,2,21,19,normal
2914,31,3,25,16,normal
2915,31,5,20,17,normal
2916,31,6,25,17,normal
2917,31,7,20,9,normal
2918,31,8,22,13,normal
2919,31,9,20,18,normal
2920,31,11,24,18,normal
2921,31,12,17,18,normal
2922,31,13,21,11,normal
2923,31,14,20,16,normal
2924,31,15,19,10,normal
2925,31,16,18,10,normal
2926,31,17,19,13,normal
2927,31,18,23,16,normal
2928,31,19,24,16,normal
2929,31,20,21,7,normal
2930,31,22,20,19,normal
2931,31,23,22,8,normal
2932,31,24,25,8,normal
2933,31,25,22,15,normal
2934,31,26,16,17,normal
2935,31,27,25,10,normal
2936,31,29,23,10,normal
2937,31,30,25,14,normal
2938,31,31,18,19,normal
2939,31,32,21,9,normal
2940,31,33,16,14,normal
2941,31,34,18,9,normal
2942,31,35,25,13,normal
2943,31,36,22,10,normal
2944,31,38,21,12,normal
2945,31,39,22,19,normal
2946,31,40,24,12,normal
2947,31,41,17,16,normal
2948,31,42,19,7,normal
2949,31,43,22,6,normal
2950,31,44,23,11,normal
2951,31,45,24,14,normal
2952,31,46,19,8,normal
2953,31,47,25,9,normal
2954,31,48,22,18,normal
2955,31,49,22,17,normal
2956,31,50,18,17,normal
2957,31,51,23,13,normal
2958,31,53,24,15,normal
2959,31,55,21,13,normal
2960,31,56,20,7,normal
2961,31,57,16,12,normal
2962,31,58,17,8,normal
2963,31,61,24,17,normal
2964,31,62,21,10,normal
2965,31,63,20,15,normal
2966,31,64,18,16,normal
2967,31,65,24,9,normal
2968,31,66,16,18,normal
2969,31,67,22,11,normal
2970,31,68,18,8,normal
2971,31,69,21,18,normal
2972,31,70,17,11,normal
2973,31,71,21,15,normal
2974,31,72,22,16,normal
2975,31,73,19,6,normal
2976,31,74,23,14,normal
2977,31,75,21,8,normal
2978,31,77,23,9,normal
2979,31,78,24,11,normal
2980,31,80,23,17,normal
2981,31,81,25,15,normal
2982,31,82,25,11,normal
2983,31,83,20,11,normal
2984,31,84,18,18,normal
2985,31,85,24,13,normal
2986,31,86,23,18,normal
2987,31,87,19,18,normal
2988,31,88,23,15,normal
2989,31,89,23,12,normal
2990,31,90,18,7,normal
2991,31,91,19,11,normal
2992,31,92,20,10,normal
2993,31,93,17,17,normal
2994,31,94,22,14,normal
2995,31,95,17,14,normal
2996,31,96,16,15,normal
2997,31,97,17,9,normal
2998,31,98,23,8,normal
2999,31,99,17,15,normal
3000,32,0,24,10,normal
3001,32,1,20,8,normal
3002,32,2,21,19,normal
3003,32,3,25,16,normal
3004,32,5,20,17,normal
3005,32,6,25,17,normal
3006,32,7,20,9,normal
3007,32,8,22,13,normal
3008,32,9,20,18,normal
3009,32,11,25,18,normal
3010,32,12,17,18,normal
3011,32,13,21,11,normal
3012,32,14,19,16,normal
3013,32,15,19,10,normal
3014,32,16,18,10,normal
3015,32,17,20,13,normal
3016,32,18,23,16,normal
3017,32,19,24,16,normal
3018,32,20,21,7,normal
3019,32,22,20,19,normal
3020,32,23,22,8,normal
3021,32,24,25,8,normal
3022,32,25,22,15,normal
3023,32,26,16,16,normal
3024,32,27,25,10,normal
3025,32,29,23,10,normal
3026,32,31,18,20,normal
3027,32,32,21,9,normal
3028,32,33,16,14,normal
3029,32,34,19,9,normal
3030,32,36,22,10,normal
3031,32,38,22,12,normal
3032,32,39,22,19,normal
3033,32,40,25,12,normal
3034,32,41,17,16,normal
3035,32,42,19,7,normal
3036,32,43,22,7,normal
3037,32,44,23,11,normal
3038,32,45,24,14,normal
3039,32,46,19,8,normal
3040,32,47,25,9,normal
3041,32,48,22,18,normal
3042,32,49,22,17,normal
3043,32,50,19,17,normal
3044,32,51,23,13,normal
3045,32,53,24,15,normal
3046,32,55,21,13,normal
3047,32,56,20,7,normal
3048,32,57,17,12,normal
3049,32,58,17,8,normal
3050,32,61,24,17,normal
3051,32,62,21,10,normal
3052,32,63,20,15,normal
3053,32,64,18,16,normal
3054,32,65,24,9,normal
3055,32,66,16,18,normal
3056,32,67,22,11,normal
3057,32,68,18,8,normal
3058,32,69,21,18,normal
3059,32,70,17,10,normal
3060,32,71,21,15,normal
3061,32,72,22,16,normal
3062,32,73,20,6,normal
3063,32,74,23,14,normal
3064,32,75,21,8,normal
3065,32,77,23,9,normal
3066,32,78,24,11,normal
3067,32,80,23,17,normal
3068,32,81,25,15,normal
3069,32,82,25,11,normal
3070,32,83,20,11,normal
3071,32,84,18,18,normal
3072,32,85,24,13,normal
3073,32,86,23,18,normal
3074,32,87,19,18,normal
3075,32,88,23,15,normal
3076,32,89,23,12,normal
3077,32,90,18,7,normal
3078,32,91,19,11,normal
3079,32,92,20,10,normal
3080,32,93,17,17,normal
3081,32,94,22,14,normal
3082,32,95,17,13,normal
3083,32,96,16,15,normal
3084,32,97,17,9,normal
3085,32,98,23,8,normal
3086,32,99,17,15,normal
3087,33,0,24,10,normal
3088,33,1,20,8,normal
3089,33,2,21,19,normal
3090,33,3,25,16,normal
3091,33,5,20,17,normal
3092,33,6,25,17,normal
3093,33,7,20,9,normal
3094,33,8,22,13,normal
3095,33,9,20,18,normal
3096,33,11,25,19,normal
3097,33,12,17,18,normal
3098,33,13,21,11,normal
3099,33,14,19,16,normal
3100,33,15,19,10,normal
3101,33,16,18,10,normal
3102,33,17,20,13,normal
3103,33,18,23,16,normal
3104,33,19,24,16,normal
3105,33,20,21,7,normal
3106,33,22,20,19,normal
3107,33,23,22,8,normal
3108,33,24,25,8,normal
3109,33,25,22,15,normal
3110,33,26,16,16,normal
3111,33,27,25,10,normal
3112,33,29,23,10,normal
3113,33,31,19,20,normal
3114,33,32,22,9,normal
3115,33,33,17,14,normal
3116,33,34,19,9,normal
3117,33,36,22,10,normal
3118,33,38,22,12,normal
3119,33,39,22,19,normal
3120,33,40,25,12,normal
3121,33,41,17,16,normal
3122,33,42,19,7,normal
3123,33,43,22,7,normal
3124,33,44,23,11,normal
3125,33,45,25,14,normal
3126,33,46,19,8,normal
3127,33,47,25,9,normal
3128,33,48,22,18,normal
3129,33,49,22,17,normal
3130,33,50,19,17,normal
3131,33,51,23,13,normal
3132,33,53,24,15,normal
3133,33,55,21,13,normal
3134,33,56,20,7,normal
3135,33,57,17,12,normal
3136,33,58,17,8,normal
3137,33,61,24,17,normal
3138,33,62,21,10,normal
3139,33,63,20,15,normal
3140,33,64,18,16,normal
3141,33,65,24,9,normal
3142,33,66,16,18,normal
3143,33,67,22,11,normal
3144,33,68,18,8,normal
3145,33,69,21,18,normal
3146,33,70,17,10,normal
3147,33,71,21,15,normal
3148,33,72,22,16,normal
3149,33,73,20,6,normal
3150,33,74,23,14,normal
3151,33,75,21,8,normal
3152,33,77,23,9,normal
3153,33,78,24,11,normal
3154,33,80,23,17,normal
3155,33,81,25,15,normal
3156,33,82,25,11,normal
3157,33,83,20,11,normal
3158,33,84,18,18,normal
3159,33,85,24,13,normal
3160,33,86,24,18,normal
3161,33,87,19,18,normal
3162,33,88,23,15,normal
3163,33,89,23,12,normal
3164,33,90,18,7,normal
3165,33,91,19,12,normal
3166,33,92,20,10,normal
3167,33,93,18,17,normal
3168,33,94,21,14,normal
3169,33,95,17,13,normal
3170,33,96,16,15,normal
3171,33,97,18,9,normal
3172,33,98,24,8,normal
3173,33,99,17,15,normal
3174,34,0,24,10,normal
3175,34,1,20,8,normal
3176,34,2,21,20,normal
3177,34,3,25,16,normal
3178,34,5,20,17,normal
3179,34,6,25,17,normal
3180,34,7,21,9,normal
3181,34,8,22,13,normal
3182,34,9,20,18,normal
3183,34,11,25,18,normal
3184,34,12,17,18,normal
3185,34,13,21,11,normal
3186,34,14,20,16,normal
3187,34,15,19,10,normal
3188,34,16,18,10,normal
3189,34,17,20,13,normal
3190,34,18,23,16,normal
3191,34,19,24,16,normal
3192,34,20,21,7,normal
3193,34,22,20,19,normal
3194,34,23,23,8,normal
3195,34,24,25,8,normal
3196,34,25,22,15,normal
3197,34,26,16,16,normal
3198,34,27,25,10,normal
3199,34,29,23,10,normal
3200,34,31,19,19,normal
3201,34,32,22,9,normal
3202,34,33,17,14,normal
3203,34,34,19,9,normal
3204,34,36,22,10,normal
3205,34,38,22,12,normal
3206,34,39,22,19,normal
3207,34,40,25,12,normal
3208,34,41,17,16,normal
3209,34,42,19,7,normal
3210,34,43,22,7,normal
3211,34,44,23,11,normal
3212,34,46,19,8,normal
3213,34,47,25,9,normal
3214,34,48,23,18,normal
3215,34,49,22,17,normal
3216,34,50,19,17,normal
3217,34,51,23,13,normal
3218,34,53,24,14,normal
3219,34,55,21,13,normal
3220,34,56,20,7,normal
3221,34,57,17,12,normal
3222,34,58,17,8,normal
3223,34,61,24,17,normal
3224,34,62,21,10,normal
3225,34,63,20,15,normal
3226,34,64,18,16,normal
3227,34,65,24,9,normal
3228,34,66,16,18,normal
3229,34,67,22,11,normal
3230,34,68,18,8,normal
3231,34,69,21,18,normal
3232,34,70,17,10,normal
3233,34,71,21,15,normal
3234,34,72,22,16,normal
3235,34,73,20,6,normal
3236,34,74,23,14,normal
3237,34,75,21,8,normal
3238,34,77,23,9,normal
3239,34,78,24,11,normal
3240,34,80,23,17,normal
3241,34,81,25,15,normal
3242,34,82,25,11,normal
3243,34,83,20,11,normal
3244,34,84,18,18,normal
3245,34,85,24,13,normal
3246,34,86,24,18,normal
3247,34,87,19,18,normal
3248,34,88,23,15,normal
3249,34,89,24,12,normal
3250,34,90,18,7,normal
3251,34,91,20,12,normal
3252,34,92,20,10,normal
3253,34,93,18,17,normal
3254,34,94,22,14,normal
3255,34,95,18,13,normal
3256,34,96,16,14,normal
3257,34,97,18,9,normal
3258,34,98,24,8,normal
3259,34,99,17,15,normal
3260,35,0,24,10,normal
3261,35,1,20,9,normal
3262,35,2,22,20,normal
3263,35,3,25,16,normal
3264,35,5,20,17,normal
3265,35,6,25,17,normal
3266,35,7,21,9,normal
3267,35,8,22,13,normal
3268,35,9,20,18,normal
3269,35,11,25,18,normal
3270,35,12,17,18,normal
3271,35,13,21,11,normal
3272,35,14,20,16,normal
3273,35,15,19,10,normal
3274,35,16,18,10,normal
3275,35,17,20,13,normal
3276,35,18,23,16,normal
3277,35,19,24,16,normal
3278,35,20,21,7,normal
3279,35,22,21,19,normal
3280,35,23,23,8,normal
3281,35,24,25,8,normal
3282,35,25,22,15,normal
3283,35,26,16,16,normal
3284,35,27,25,10,normal
3285,35,29,23,10,normal
3286,35,31,19,19,normal
3287,35,32,22,9,normal
3288,35,33,17,14,normal
3289,35,34,19,9,normal
3290,35,36,22,10,normal
3291,35,38,23,12,normal
3292,35,39,23,19,normal
3293,35,41,17,16,normal
3294,35,42,19,7,normal
3295,35,43,22,8,normal
3296,35,44,23,11,normal
3297,35,46,19,8,normal
3298,35,47,25,9,normal
3299,35,48,23,18,normal
3300,35,49,22,17,normal
3301,35,50,19,17,normal
3302,35,51,23,13,normal
3303,35,53,25,14,normal
3304,35,55,21,13,normal
3305,35,56,20,7,normal
3306,35,57,17,13,normal
3307,35,58,17,9,normal
3308,35,61,24,17,normal
3309,35,62,21,10,normal
3310,35,63,20,15,normal
3311,35,64,19,16,normal
3312,35,65,24,9,normal
3313,35,66,16,18,normal
3314,35,67,22,11,normal
3315,35,68,18,8,normal
3316,35,69,21,18,normal
3317,35,70,17,11,normal
3318,35,71,21,15,normal
3319,35,72,22,16,normal
3320,35,73,20,6,normal
3321,35,74,23,14,normal
3322,35,75,21,8,normal
3323,35,77,23,9,normal
3324,35,78,24,11,normal
3325,35,80,23,17,normal
3326,35,81,25,15,normal
3327,35,82,25,11,normal
3328,35,83,20,11,normal
3329,35,84,18,18,normal
3330,35,85,24,13,normal
3331,35,86,24,18,normal
3332,35,87,19,18,normal
3333,35,88,23,15,normal
3334,35,89,24,12,normal
3335,35,90,18,7,normal
3336,35,91,20,12,normal
3337,35,92,20,10,normal
3338,35,93,18,17,normal
3339,35,94,22,14,normal
3340,35,95,19,13,normal
3341,35,96,16,14,normal
3342,35,97,18,9,normal
3343,35,98,24,8,normal
3344,35,99,17,15,normal
3345,36,0,24,10,normal
3346,36,1,20,9,normal
3347,36,2,22,19,normal
3348,36,3,25,16,normal
3349,36,5,21,17,normal
3350,36,6,25,17,normal
3351,36,7,21,9,normal
3352,36,8,22,13,normal
3353,36,9,20,18,normal
3354,36,11,25,18,normal
3355,36,12,17,18,normal
3356,36,13,21,11,normal
3357,36,14,21,16,normal
3358,36,15,19,10,normal
3359,36,16,18,10,normal
3360,36,17,20,13,normal
3361,36,18,23,16,normal
3362,36,19,24,15,normal
3363,36,20,21,7,normal
3364,36,22,21,19,normal
3365,36,23,23,8,normal
3366,36,24,25,8,normal
3367,36,25,22,15,normal
3368,36,26,16,16,normal
3369,36,27,25,10,normal
3370,36,29,23,10,normal
3371,36,31,19,19,normal
3372,36,32,22,9,normal
3373,36,33,17,14,normal
3374,36,34,19,9,normal
3375,36,36,22,10,normal
3376,36,38,23,12,normal
3377,36,39,23,19,normal
3378,36,41,18,16,normal
3379,36,42,19,7,normal
3380,36,43,22,8,normal
3381,36,44,23,11,normal
3382,36,46,19,8,normal
3383,36,47,25,9,normal
3384,36,48,23,18,normal
3385,36,49,22,17,normal
3386,36,50,19,17,normal
3387,36,51,23,13,normal
3388,36,53,25,14,normal
3389,36,55,21,13,normal
3390,36,56,20,8,normal
3391,36,57,17,13,normal
3392,36,58,17,9,normal
3393,36,61,24,17,normal
3394,36,62,21,10,normal
3395,36,63,20,15,normal
3396,36,64,19,16,normal
3397,36,65,24,9,normal
3398,36,66,16,18,normal
3399,36,67,22,11,normal
3400,36,68,18,8,normal
3401,36,69,21,18,normal
3402,36,70,16,11,normal
3403,36,71,21,15,normal
3404,36,72,22,16,normal
3405,36,73,21,6,normal
3406,36,74,24,14,normal
3407,36,75,21,8,normal
3408,36,77,23,9,normal
3409,36,78,24,11,normal
3410,36,80,23,17,normal
3411,36,81,25,15,normal
3412,36,82,25,11,normal
3413,36,83,20,11,normal
3414,36,84,18,18,normal
3415,36,85,25,13,normal
3416,36,86,24,18,normal
3417,36,87,19,18,normal
3418,36,88,23,15,normal
3419,36,89,24,12,normal
3420,36,90,18,7,normal
3421,36,91,21,12,normal
3422,36,92,20,10,normal
3423,36,93,18,17,normal
3424,36,94,22,14,normal
3425,36,95,18,13,normal
3426,36,96,16,14,normal
3427,36,97,18,9,normal
3428,36,98,24,8,normal
3429,36,99,17,15,normal
3430,37,0,24,10,normal
3431,37,1,20,9,normal
3432,37,2,22,19,normal
3433,37,3,25,16,normal
3434,37,5,21,17,normal
3435,37,6,25,17,normal
3436,37,7,21,9,normal
3437,37,8,22,13,normal
3438,37,9,20,18,normal
3439,37,11,25,18,normal
3440,37,12,17,18,normal
3441,37,13,21,11,normal
3442,37,14,21,16,normal
3443,37,15,19,10,normal
3444,37,16,18,10,normal
3445,37,17,20,13,normal
3446,37,18,23,16,normal
3447,37,19,24,15,normal
3448,37,20,21,7,normal
3449,37,22,21,19,normal
3450,37,23,23,8,normal
3451,37,24,25,8,normal
3452,37,25,22,15,normal
3453,37,26,17,16,normal
3454,37,27,25,10,normal
3455,37,29,23,10,normal
3456,37,31,19,19,normal
3457,37,32,22,9,normal
3458,37,33,17,14,normal
3459,37,34,19,9,normal
3460,37,36,22,10,normal
3461,37,38,23,12,normal
3462,37,39,23,19,normal
3463,37,41,18,16,normal
3464,37,42,20,7,normal
3465,37,43,22,8,normal
3466,37,44,23,11,normal
3467,37,46,19,8,normal
3468,37,47,25,9,normal
3469,37,48,23,18,normal
3470,37,49,22,17,normal
3471,37,50,19,17,normal
3472,37,51,24,13,normal
3473,37,53,25,14,normal
3474,37,55,21,13,normal
3475,37,56,20,8,normal
3476,37,57,17,13,normal
3477,37,58,17,9,normal
3478,37,61,24,16,normal
3479,37,62,21,10,normal
3480,37,63,20,15,normal
3481,37,64,20,16,normal
3482,37,65,24,9,normal
3483,37,66,16,18,normal
3484,37,67,22,11,normal
3485,37,68,18,8,normal
3486,37,69,21,18,normal
3487,37,70,17,11,normal
3488,37,71,21,15,normal
3489,37,72,22,16,normal
3490,37,73,22,6,normal
3491,37,74,24,14,normal
3492,37,75,21,8,normal
3493,37,77,23,9,normal
3494,37,78,24,11,normal
3495,37,80,23,17,normal
3496,37,81,25,15,normal
3497,37,82,25,11,normal
3498,37,83,20,11,normal
3499,37,84,18,18,normal
3500,37,85,25,12,normal
3501,37,86,24,18,normal
3502,37,87,19,18,normal
3503,37,88,23,15,normal
3504,37,89,25,12,normal
3505,37,90,18,7,normal
3506,37,91,22,12,normal
3507,37,92,20,10,normal
3508,37,93,18,17,normal
3509,37,94,23,14,normal
3510,37,95,19,13,normal
3511,37,96,16,14,normal
3512,37,97,18,9,normal
3513,37,98,24,8,normal
3514,37,99,17,15,normal
3515,38,0,24,10,normal
3516,38,1,20,9,normal
3517,38,2,22,19,normal
3518,38,3,25,16,normal
3519,38,5,21,17,normal
3520,38,6,25,17,normal
3521,38,7,21,9,normal
3522,38,8,23,13,normal
3523,38,9,20,18,normal
3524,38,11,25,18,normal
3525,38,12,17,18,normal
3526,38,13,21,11,normal
3527,38,14,21,16,normal
3528,38,15,19,10,normal
3529,38,16,18,10,normal
3530,38,17,20,14,normal
3531,38,18,23,16,normal
3532,38,19,24,15,normal
3533,38,20,21,7,normal
3534,38,22,21,19,normal
3535,38,23,23,8,normal
3536,38,24,25,8,normal
3537,38,25,22,15,normal
3538,38,26,17,16,normal
3539,38,27,25,10,normal
3540,38,29,23,10,normal
3541,38,31,20,19,normal
3542,38,32,22,9,normal
3543,38,33,17,14,normal
3544,38,34,19,9,normal
3545,38,36,22,10,normal
3546,38,38,23,12,normal
3547,38,39,23,19,normal
3548,38,41,19,16,normal
3549,38,42,20,7,normal
3550,38,43,22,8,normal
3551,38,44,23,11,normal
3552,38,46,19,8,normal
3553,38,47,25,9,normal
3554,38,48,23,18,normal
3555,38,49,22,17,normal
3556,38,50,20,17,normal
3557,38,51,25,13,normal
3558,38,53,25,14,normal
3559,38,55,21,13,normal
3560,38,56,20,8,normal
3561,38,57,17,13,normal
3562,38,58,17,9,normal
3563,38,61,24,16,normal
3564,38,62,21,10,normal
3565,38,63,20,15,normal
3566,38,64,20,16,normal
3567,38,65,24,9,normal
3568,38,66,16,18,normal
3569,38,67,22,11,normal
3570,38,68,18,8,normal
3571,38,69,22,18,normal
3572,38,70,17,10,normal
3573,38,71,21,15,normal
3574,38,72,22,16,normal
3575,38,73,23,6,normal
3576,38,74,24,14,normal
3577,38,75,21,8,normal
3578,38,77,23,9,normal
3579,38,78,24,12,normal
3580,38,80,23,17,normal
3581,38,81,25,15,normal
3582,38,82,25,11,normal
3583,38,83,20,11,normal
3584,38,84,18,18,normal
3585,38,86,24,17,normal
3586,38,87,19,18,normal
3587,38,88,23,15,normal
3588,38,89,25,12,normal
3589,38,90,19,7,normal
3590,38,91,22,12,normal
3591,38,92,20,10,normal
3592,38,93,18,17,normal
3593,38,94,23,14,normal
3594,38,95,19,13,normal
3595,38,96,16,14,normal
3596,38,97,18,9,normal
3597,38,98,24,8,normal
3598,38,99,17,15,normal
3599,39,0,24,10,normal
3600,39,1,20,9,normal
3601,39,2,22,19,normal
3602,39,3,25,16,normal
3603,39,5,21,17,normal
3604,39,6,25,17,normal
3605,39,7,21,9,normal
3606,39,8,23,13,normal
3607,39,9,20,18,normal
3608,39,11,24,18,normal
3609,39,12,17,18,normal
3610,39,13,21,12,normal
3611,39,14,21,16,normal
3612,39,15,19,10,normal
3613,39,16,18,10,normal
3614,39,17,21,14,normal
3615,39,18,23,16,normal
3616,39,19,24,15,normal
3617,39,20,22,7,normal
3618,39,22,21,18,normal
3619,39,23,23,8,normal
3620,39,24,25,8,normal
3621,39,25,22,15,normal
3622,39,26,17,16,normal
3623,39,27,25,10,normal
3624,39,29,23,10,normal
3625,39,31,20,19,normal
3626,39,32,22,9,normal
3627,39,33,17,14,normal
3628,39,34,19,9,normal
3629,39,36,22,10,normal
3630,39,38,23,12,normal
3631,39,39,23,19,normal
3632,39,41,19,16,normal
3633,39,42,20,7,normal
3634,39,43,22,8,normal
3635,39,44,24,11,normal
3636,39,46,19,8,normal
3637,39,47,25,9,normal
3638,39,48,23,18,normal
3639,39,49,22,17,normal
3640,39,50,20,17,normal
3641,39,51,25,13,normal
3642,39,53,25,14,normal
3643,39,55,22,13,normal
3644,39,56,20,8,normal
3645,39,57,17,12,normal
3646,39,58,17,9,normal
3647,39,61,24,16,normal
3648,39,62,21,10,normal
3649,39,63,20,15,normal
3650,39,64,20,16,normal
3651,39,65,24,9,normal
3652,39,66,16,17,normal
3653,39,67,22,11,normal
3654,39,68,18,8,normal
3655,39,69,22,18,normal
3656,39,70,17,10,normal
3657,39,71,21,15,normal
3658,39,72,22,16,normal
3659,39,73,23,7,normal
3660,39,74,24,14,normal
3661,39,75,21,8,normal
3662,39,77,23,9,normal
3663,39,78,25,12,normal
3664,39,80,23,17,normal
3665,39,81,25,15,normal
3666,39,82,25,11,normal
3667,39,83,20,12,normal
3668,39,84,18,18,normal
3669,39,86,24,17,normal
3670,39,87,19,18,normal
3671,39,88,23,15,normal
3672,39,89,25,12,normal
3673,39,90,19,7,normal
3674,39,91,22,12,normal
3675,39,92,20,10,normal
3676,39,93,19,17,normal
3677,39,94,23,14,normal
3678,39,95,20,13,normal
3679,39,96,16,14,normal
3680,39,97,18,9,normal
3681,39,98,24,8,normal
3682,39,99,17,15,normal
3683,40,0,24,10,normal
3684,40,1,20,9,normal
3685,40,2,22,19,normal
3686,40,3,25,16,normal
3687,40,5,21,17,normal
3688,40,6,25,17,normal
3689,40,7,21,9,normal
3690,40,8,23,13,normal
3691,40,9,20,18,normal
3692,40,11,25,18,normal
3693,40,12,17,18,normal
3694,40,13,21,12,normal
3695,40,14,21,16,normal
3696,40,15,19,11,normal
3697,40,16,18,10,normal
3698,40,17,21,14,normal
3699,40,18,23,16,normal
3700,40,19,24,15,normal
3701,40,20,22,7,normal
3702,40,22,21,18,normal
3703,40,23,23,8,normal
3704,40,24,25,8,normal
3705,40,25,22,15,normal
3706,40,26,18,16,normal
3707,40,27,25,10,normal
3708,40,29,23,10,normal
3709,40,31,19,19,normal
3710,40,32,22,9,normal
3711,40,33,17,14,normal
3712,40,34,19,9,normal
3713,40,36,22,10,normal
3714,40,38,24,12,normal
3715,40,39,23,19,normal
3716,40,41,19,16,normal
3717,40,42,20,7,normal
3718,40,43,22,8,normal
3719,40,44,24,11,normal
3720,40,46,19,8,normal
3721,40,47,25,9,normal
3722,40,48,23,18,normal
3723,40,49,22,17,normal
3724,40,50,20,17,normal
3725,40,53,25,14,normal
3726,40,55,22,13,normal
3727,40,56,20,8,normal
3728,40,57,17,11,normal
3729,40,58,17,9,normal
3730,40,61,24,16,normal
3731,40,62,21,10,normal
3732,40,63,20,15,normal
3733,40,64,20,16,normal
3734,40,65,24,9,normal
3735,40,66,17,17,normal
3736,40,67,23,11,normal
3737,40,68,18,8,normal
3738,40,69,22,18,normal
3739,40,70,17,10,normal
3740,40,71,21,15,normal
3741,40,72,22,16,normal
3742,40,73,23,7,normal
3743,40,74,24,14,normal
3744,40,75,21,8,normal
3745,40,77,23,9,normal
3746,40,78,25,12,normal
3747,40,80,23,17,normal
3748,40,81,25,15,normal
3749,40,82,25,11,normal
3750,40,83,20,12,normal
3751,40,84,18,18,normal
3752,40,86,24,17,normal
3753,40,87,19,18,normal
3754,40,88,23,15,normal
3755,40,89,25,12,normal
3756,40,90,19,7,normal
3757,40,91,22,12,normal
3758,40,92,20,11,normal
3759,40,93,19,17,normal
3760,40,94,23,14,normal
3761,40,95,21,13,normal
3762,40,96,16,14,normal
3763,40,97,18,9,normal
3764,40,98,24,8,normal
3765,40,99,17,15,normal
3766,41,0,24,10,normal
3767,41,1,20,10,normal
3768,41,2,22,19,normal
3769,41,3,25,16,normal
3770,41,5,21,17,normal
3771,41,6,25,17,normal
3772,41,7,21,9,normal
3773,41,8,24,13,normal
3774,41,9,20,18,normal
3775,41,11,25,18,normal
3776,41,12,17,18,normal
3777,41,13,21,12,normal
3778,41,14,21,16,normal
3779,41,15,19,11,normal
3780,41,16,19,10,normal
3781,41,17,22,14,normal
3782,41,18,23,16,normal
3783,41,19,24,15,normal
3784,41,20,22,7,normal
3785,41,22,21,18,normal
3786,41,23,23,8,normal
3787,41,24,25,8,normal
3788,41,25,22,15,normal
3789,41,26,18,16,normal
3790,41,27,25,10,normal
3791,41,29,23,10,normal
3792,41,31,20,19,normal
3793,41,32,22,9,normal
3794,41,33,17,14,normal
3795,41,34,19,9,normal
3796,41,36,22,10,normal
3797,41,38,24,12,normal
3798,41,39,23,19,normal
3799,41,41,19,16,normal
3800,41,42,20,7,normal
3801,41,43,22,8,normal
3802,41,44,24,11,normal
3803,41,46,19,8,normal
3804,41,47,25,9,normal
3805,41,48,24,18,normal
3806,41,49,22,17,normal
3807,41,50,20,17,normal
3808,41,53,25,14,normal
3809,41,55,22,13,normal
3810,41,56,20,8,normal
3811,41,57,17,12,normal
3812,41,58,17,9,normal
3813,41,61,24,16,normal
3814,41,62,21,10,normal
3815,41,63,20,15,normal
